"name","X1","X2"
"dysregulation",2.45981798318245,2.07195592205036
"mental_health",1.52947351083517,1.36465339289892
"depression",2.36944385640505,0.0635283445047603
"externalizing",1.23334767460684,0.666581050018875
"anxiety",2.49137274023046,0.740169924185014
"adhd_cd",1.8017457805648,0.570580438676681
"neural",2.78274782967766,1.14892878215818
"substance",0.412927143713527,1.40487376671607
"strategies",3.32578077733773,0.528625169374237
"parenting",0.302700621445417,3.15732441928246
"attachment",1.92313183645411,4.45775852997325
"health",2.67258268015025,4.47030499994344
"self-harm",4.39001199384433,3.28082298695751
"bullying",1.56989344341419,-0.0728440547646929
"emotion",3.73150763769104,1.545806456538
"stress",3.1151318428614,-0.0924601105669171
"minority_status",0.682302006784752,0.917015945811951
"eating_disorders",1.15484038981508,4.14090729415013
"ptsd",0.573962649848382,2.14274380301366
"wellbeing",1.63651907280664,2.50930779891844
"sex",3.6148727030503,0.0510263107941638
"autism",0.94766526410548,1.49235371336101
"abuse",0.0196400448236684,2.12566821460292
"therapy",1.03250630890959,2.52354457180117
"adjustment",4.49818051731559,2.25176498581742
"negative_emotionality",2.38289396751394,3.83683860248558
"internalizing",0.68716532745561,0.285275807849599
"mindfulness",3.8563589992289,2.72925774169373
"self-regulation",4.81302607242517,2.80423965485347
"empathy",3.60138079885556,3.73869019949324
"mothers",2.46790449863252,-0.439182454278147
"suicide",1.63629607404932,3.74374998133449
"cognitive",4.16170458660639,0.677482447676359
"personality",3.33543544736114,4.35031677095747
"resilience",4.63500075554222,1.20396657143385
"device-use",4.87640745442614,1.78929177638359
"polyvagal",4.15810997925472,3.89954642347809
"rumination",2.36645623248133,-2.1080396303724
"appraisal",3.0254096272189,3.40450063991916
"suppression",0.777370160877195,3.60888158618052
